START,END,UTC,READABLE_START,READABLE_END,PHONE_STEP,WEARABLE_STEP,AVERAGE_STEP,DURATION,TYPE
1637161200000,1637161260000,9,2021-11-18 00:00:00,2021-11-18 00:01:00,0.0,26.0,26.0,1,WEARABLE
1637161320000,1637161440000,9,2021-11-18 00:02:00,2021-11-18 00:04:00,0.0,28.0,28.0,2,WEARABLE
1637161500000,1637161560000,9,2021-11-18 00:05:00,2021-11-18 00:06:00,0.0,14.0,14.0,1,WEARABLE
1637161680000,1637161740000,9,2021-11-18 00:08:00,2021-11-18 00:09:00,0.0,25.0,25.0,1,WEARABLE
1637161800000,1637161980000,9,2021-11-18 00:10:00,2021-11-18 00:13:00,0.0,66.0,66.0,3,WEARABLE
1637162280000,1637162340000,9,2021-11-18 00:18:00,2021-11-18 00:19:00,0.0,12.0,12.0,1,WEARABLE
1637162580000,1637162640000,9,2021-11-18 00:23:00,2021-11-18 00:24:00,0.0,10.0,10.0,1,WEARABLE
1637162700000,1637162880000,9,2021-11-18 00:25:00,2021-11-18 00:28:00,0.0,85.0,85.0,3,WEARABLE
1637163000000,1637163120000,9,2021-11-18 00:30:00,2021-11-18 00:32:00,0.0,42.0,42.0,2,WEARABLE
1637163240000,1637163480000,9,2021-11-18 00:34:00,2021-11-18 00:38:00,0.0,83.0,83.0,4,WEARABLE
1637163540000,1637163600000,9,2021-11-18 00:39:00,2021-11-18 00:40:00,0.0,14.0,14.0,1,WEARABLE
1637163660000,1637163720000,9,2021-11-18 00:41:00,2021-11-18 00:42:00,0.0,26.0,26.0,1,WEARABLE
1637163780000,1637163900000,9,2021-11-18 00:43:00,2021-11-18 00:45:00,0.0,59.0,59.0,2,WEARABLE
1637164260000,1637164320000,9,2021-11-18 00:51:00,2021-11-18 00:52:00,0.0,16.0,16.0,1,WEARABLE
1637164500000,1637164620000,9,2021-11-18 00:55:00,2021-11-18 00:57:00,0.0,26.0,26.0,2,WEARABLE
1637195400000,1637196120000,9,2021-11-18 09:30:00,2021-11-18 09:42:00,1057.0,0.0,1057.0,12,PHONE
1637196720000,1637196840000,9,2021-11-18 09:52:00,2021-11-18 09:54:00,129.0,0.0,129.0,2,PHONE
1637196960000,1637197020000,9,2021-11-18 09:56:00,2021-11-18 09:57:00,35.0,0.0,35.0,1,PHONE
1637197080000,1637197140000,9,2021-11-18 09:58:00,2021-11-18 09:59:00,7.0,0.0,7.0,1,PHONE
1637198160000,1637199120000,9,2021-11-18 10:16:00,2021-11-18 10:32:00,1590.0,0.0,1590.0,16,PHONE
1637199180000,1637199300000,9,2021-11-18 10:33:00,2021-11-18 10:35:00,131.0,0.0,131.0,2,PHONE
1637199360000,1637199480000,9,2021-11-18 10:36:00,2021-11-18 10:38:00,98.0,0.0,98.0,2,PHONE
1637204040000,1637204160000,9,2021-11-18 11:54:00,2021-11-18 11:56:00,60.0,0.0,60.0,2,PHONE
1637205600000,1637205840000,9,2021-11-18 12:20:00,2021-11-18 12:24:00,124.0,0.0,124.0,4,PHONE
1637205960000,1637206020000,9,2021-11-18 12:26:00,2021-11-18 12:27:00,21.0,0.0,21.0,1,PHONE
1637209500000,1637209740000,9,2021-11-18 13:25:00,2021-11-18 13:29:00,329.0,0.0,329.0,4,PHONE
1637209800000,1637210160000,9,2021-11-18 13:30:00,2021-11-18 13:36:00,436.0,0.0,436.0,6,PHONE
1637210220000,1637210400000,9,2021-11-18 13:37:00,2021-11-18 13:40:00,65.0,0.0,65.0,3,PHONE
1637210460000,1637210640000,9,2021-11-18 13:41:00,2021-11-18 13:44:00,172.0,0.0,172.0,3,PHONE
1637210760000,1637211000000,9,2021-11-18 13:46:00,2021-11-18 13:50:00,262.0,0.0,262.0,4,PHONE
1637212140000,1637212320000,9,2021-11-18 14:09:00,2021-11-18 14:12:00,229.0,0.0,229.0,3,PHONE
1637212800000,1637214000000,9,2021-11-18 14:20:00,2021-11-18 14:40:00,1564.0,0.0,1564.0,20,PHONE
1637214720000,1637214780000,9,2021-11-18 14:52:00,2021-11-18 14:53:00,49.0,0.0,49.0,1,PHONE
1637218200000,1637218500000,9,2021-11-18 15:50:00,2021-11-18 15:55:00,287.0,0.0,287.0,5,PHONE
1637218920000,1637219100000,9,2021-11-18 16:02:00,2021-11-18 16:05:00,160.0,0.0,160.0,3,PHONE
1637228160000,1637228280000,9,2021-11-18 18:36:00,2021-11-18 18:38:00,29.0,0.0,29.0,2,PHONE
1637242560000,1637242620000,9,2021-11-18 22:36:00,2021-11-18 22:37:00,29.0,0.0,29.0,1,PHONE
1637243280000,1637243340000,9,2021-11-18 22:48:00,2021-11-18 22:49:00,16.0,0.0,16.0,1,PHONE
1637252580000,1637252640000,9,2021-11-19 01:23:00,2021-11-19 01:24:00,6.0,0.0,6.0,1,PHONE
1637253840000,1637253900000,9,2021-11-19 01:44:00,2021-11-19 01:45:00,7.0,0.0,7.0,1,PHONE
1637265120000,1637265180000,9,2021-11-19 04:52:00,2021-11-19 04:53:00,8.0,0.0,8.0,1,PHONE
