START,END,UTC,READABLE_START,READABLE_END,PHONE_STEP,WEARABLE_STEP,AVERAGE_STEP,DURATION,TYPE
1648487220000,1648487280000,9,2022-03-29 02:07:00,2022-03-29 02:08:00,0.0,16.0,16.0,1,WEARABLE
1648487280000,1648487340000,9,2022-03-29 02:08:00,2022-03-29 02:09:00,21.0,0.0,21.0,1,PHONE
1648487760000,1648487820000,9,2022-03-29 02:16:00,2022-03-29 02:17:00,14.0,0.0,14.0,1,PHONE
1648487820000,1648488000000,9,2022-03-29 02:17:00,2022-03-29 02:20:00,0.0,65.0,65.0,3,WEARABLE
1648497000000,1648497060000,9,2022-03-29 04:50:00,2022-03-29 04:51:00,0.0,10.0,10.0,1,WEARABLE
1648497240000,1648497300000,9,2022-03-29 04:54:00,2022-03-29 04:55:00,8.0,0.0,8.0,1,PHONE
1648498440000,1648498500000,9,2022-03-29 05:14:00,2022-03-29 05:15:00,0.0,21.0,21.0,1,WEARABLE
1648511340000,1648511400000,9,2022-03-29 08:49:00,2022-03-29 08:50:00,0.0,11.0,11.0,1,WEARABLE
1648514040000,1648514100000,9,2022-03-29 09:34:00,2022-03-29 09:35:00,0.0,11.0,11.0,1,WEARABLE
1648516380000,1648516440000,9,2022-03-29 10:13:00,2022-03-29 10:14:00,0.0,13.0,13.0,1,WEARABLE
1648516620000,1648516680000,9,2022-03-29 10:17:00,2022-03-29 10:18:00,6.0,0.0,6.0,1,PHONE
1648516920000,1648516980000,9,2022-03-29 10:22:00,2022-03-29 10:23:00,8.0,0.0,8.0,1,PHONE
1648516980000,1648517100000,9,2022-03-29 10:23:00,2022-03-29 10:25:00,90.0,53.0,71.5,2,BOTH
1648517100000,1648517160000,9,2022-03-29 10:25:00,2022-03-29 10:26:00,7.0,0.0,7.0,1,PHONE
1648517280000,1648518780000,9,2022-03-29 10:28:00,2022-03-29 10:53:00,2914.0,2937.0,2925.5,25,BOTH
1648518840000,1648519020000,9,2022-03-29 10:54:00,2022-03-29 10:57:00,134.0,173.0,153.5,3,BOTH
1648519020000,1648519080000,9,2022-03-29 10:57:00,2022-03-29 10:58:00,0.0,8.0,8.0,1,WEARABLE
1648520160000,1648520220000,9,2022-03-29 11:16:00,2022-03-29 11:17:00,7.0,0.0,7.0,1,PHONE
1648523880000,1648524060000,9,2022-03-29 12:18:00,2022-03-29 12:21:00,0.0,55.0,55.0,3,WEARABLE
1648524240000,1648524300000,9,2022-03-29 12:24:00,2022-03-29 12:25:00,0.0,13.0,13.0,1,WEARABLE
1648553280000,1648553340000,9,2022-03-29 20:28:00,2022-03-29 20:29:00,0.0,10.0,10.0,1,WEARABLE
1648554600000,1648554720000,9,2022-03-29 20:50:00,2022-03-29 20:52:00,0.0,28.0,28.0,2,WEARABLE
1648554960000,1648555020000,9,2022-03-29 20:56:00,2022-03-29 20:57:00,0.0,18.0,18.0,1,WEARABLE
1648559640000,1648559700000,9,2022-03-29 22:14:00,2022-03-29 22:15:00,0.0,16.0,16.0,1,WEARABLE
1648560180000,1648560240000,9,2022-03-29 22:23:00,2022-03-29 22:24:00,0.0,13.0,13.0,1,WEARABLE
1648560300000,1648560420000,9,2022-03-29 22:25:00,2022-03-29 22:27:00,0.0,23.0,23.0,2,WEARABLE
1648560480000,1648560540000,9,2022-03-29 22:28:00,2022-03-29 22:29:00,0.0,11.0,11.0,1,WEARABLE
1648560660000,1648560720000,9,2022-03-29 22:31:00,2022-03-29 22:32:00,0.0,13.0,13.0,1,WEARABLE
1648560780000,1648560840000,9,2022-03-29 22:33:00,2022-03-29 22:34:00,34.0,13.0,23.5,1,BOTH
1648560840000,1648560900000,9,2022-03-29 22:34:00,2022-03-29 22:35:00,13.0,0.0,13.0,1,PHONE
1648560900000,1648560960000,9,2022-03-29 22:35:00,2022-03-29 22:36:00,0.0,13.0,13.0,1,WEARABLE
1648560960000,1648561020000,9,2022-03-29 22:36:00,2022-03-29 22:37:00,28.0,8.0,18.0,1,BOTH
1648561020000,1648561260000,9,2022-03-29 22:37:00,2022-03-29 22:41:00,203.0,0.0,203.0,4,PHONE
1648561380000,1648561620000,9,2022-03-29 22:43:00,2022-03-29 22:47:00,290.0,0.0,290.0,4,PHONE
1648561620000,1648561860000,9,2022-03-29 22:47:00,2022-03-29 22:51:00,276.0,250.0,263.0,4,BOTH
1648561860000,1648561920000,9,2022-03-29 22:51:00,2022-03-29 22:52:00,0.0,11.0,11.0,1,WEARABLE
1648562040000,1648562160000,9,2022-03-29 22:54:00,2022-03-29 22:56:00,97.0,63.0,80.0,2,BOTH
1648566420000,1648566480000,9,2022-03-30 00:07:00,2022-03-30 00:08:00,17.0,0.0,17.0,1,PHONE
1648566480000,1648566600000,9,2022-03-30 00:08:00,2022-03-30 00:10:00,168.0,184.0,176.0,2,BOTH
1648566780000,1648566840000,9,2022-03-30 00:13:00,2022-03-30 00:14:00,17.0,0.0,17.0,1,PHONE
1648567380000,1648567560000,9,2022-03-30 00:23:00,2022-03-30 00:26:00,182.0,145.0,163.5,3,BOTH
1648576500000,1648576560000,9,2022-03-30 02:55:00,2022-03-30 02:56:00,12.0,0.0,12.0,1,PHONE
1648576560000,1648576680000,9,2022-03-30 02:56:00,2022-03-30 02:58:00,145.0,170.0,157.5,2,BOTH
1648576740000,1648576800000,9,2022-03-30 02:59:00,2022-03-30 03:00:00,18.0,0.0,18.0,1,PHONE
1648576980000,1648577040000,9,2022-03-30 03:03:00,2022-03-30 03:04:00,29.0,0.0,29.0,1,PHONE
1648578180000,1648578240000,9,2022-03-30 03:23:00,2022-03-30 03:24:00,26.0,0.0,26.0,1,PHONE
1648578300000,1648578420000,9,2022-03-30 03:25:00,2022-03-30 03:27:00,30.0,0.0,30.0,2,PHONE
1648578600000,1648578720000,9,2022-03-30 03:30:00,2022-03-30 03:32:00,31.0,0.0,31.0,2,PHONE
1648578780000,1648579020000,9,2022-03-30 03:33:00,2022-03-30 03:37:00,269.0,264.0,266.5,4,BOTH
1648587780000,1648587900000,9,2022-03-30 06:03:00,2022-03-30 06:05:00,178.0,162.0,170.0,2,BOTH
1648587900000,1648587960000,9,2022-03-30 06:05:00,2022-03-30 06:06:00,0.0,3.0,3.0,1,WEARABLE
1648587960000,1648588140000,9,2022-03-30 06:06:00,2022-03-30 06:09:00,78.0,0.0,78.0,3,PHONE
1648588380000,1648588500000,9,2022-03-30 06:13:00,2022-03-30 06:15:00,21.0,0.0,21.0,2,PHONE
1648588620000,1648588740000,9,2022-03-30 06:17:00,2022-03-30 06:19:00,32.0,38.0,35.0,2,BOTH
1648588740000,1648588800000,9,2022-03-30 06:19:00,2022-03-30 06:20:00,10.0,0.0,10.0,1,PHONE
1648588800000,1648588860000,9,2022-03-30 06:20:00,2022-03-30 06:21:00,27.0,37.0,32.0,1,BOTH
1648588980000,1648589040000,9,2022-03-30 06:23:00,2022-03-30 06:24:00,0.0,23.0,23.0,1,WEARABLE
1648589100000,1648589160000,9,2022-03-30 06:25:00,2022-03-30 06:26:00,0.0,24.0,24.0,1,WEARABLE
1648589160000,1648589340000,9,2022-03-30 06:26:00,2022-03-30 06:29:00,105.0,81.0,93.0,3,BOTH
1648589340000,1648589400000,9,2022-03-30 06:29:00,2022-03-30 06:30:00,0.0,5.0,5.0,1,WEARABLE
