START,END,UTC,READABLE_START,READABLE_END,PHONE_STEP,WEARABLE_STEP,AVERAGE_STEP,DURATION,TYPE
1635382980000,1635383580000,9,2021-10-28 10:03:00,2021-10-28 10:13:00,705.0,0.0,705.0,10,PHONE
1635400860000,1635400980000,9,2021-10-28 15:01:00,2021-10-28 15:03:00,67.0,0.0,67.0,2,PHONE
1635401040000,1635401100000,9,2021-10-28 15:04:00,2021-10-28 15:05:00,8.0,0.0,8.0,1,PHONE
1635401220000,1635401280000,9,2021-10-28 15:07:00,2021-10-28 15:08:00,9.0,0.0,9.0,1,PHONE
1635401340000,1635401400000,9,2021-10-28 15:09:00,2021-10-28 15:10:00,6.0,0.0,6.0,1,PHONE
1635402000000,1635402180000,9,2021-10-28 15:20:00,2021-10-28 15:23:00,94.0,0.0,94.0,3,PHONE
1635408120000,1635408240000,9,2021-10-28 17:02:00,2021-10-28 17:04:00,52.0,0.0,52.0,2,PHONE
1635409260000,1635409320000,9,2021-10-28 17:21:00,2021-10-28 17:22:00,0.0,23.0,23.0,1,WEARABLE
1635409320000,1635409680000,9,2021-10-28 17:22:00,2021-10-28 17:28:00,326.0,353.0,339.5,6,BOTH
1635410040000,1635410100000,9,2021-10-28 17:34:00,2021-10-28 17:35:00,7.0,0.0,7.0,1,PHONE
1635410100000,1635410160000,9,2021-10-28 17:35:00,2021-10-28 17:36:00,0.0,12.0,12.0,1,WEARABLE
1635410520000,1635410580000,9,2021-10-28 17:42:00,2021-10-28 17:43:00,0.0,12.0,12.0,1,WEARABLE
1635410640000,1635410700000,9,2021-10-28 17:44:00,2021-10-28 17:45:00,0.0,11.0,11.0,1,WEARABLE
1635410940000,1635411000000,9,2021-10-28 17:49:00,2021-10-28 17:50:00,0.0,10.0,10.0,1,WEARABLE
1635412140000,1635412200000,9,2021-10-28 18:09:00,2021-10-28 18:10:00,0.0,11.0,11.0,1,WEARABLE
1635412740000,1635412800000,9,2021-10-28 18:19:00,2021-10-28 18:20:00,0.0,10.0,10.0,1,WEARABLE
1635413040000,1635413100000,9,2021-10-28 18:24:00,2021-10-28 18:25:00,0.0,12.0,12.0,1,WEARABLE
1635414240000,1635414300000,9,2021-10-28 18:44:00,2021-10-28 18:45:00,9.0,12.0,10.5,1,BOTH
1635414540000,1635414600000,9,2021-10-28 18:49:00,2021-10-28 18:50:00,0.0,12.0,12.0,1,WEARABLE
1635414660000,1635415020000,9,2021-10-28 18:51:00,2021-10-28 18:57:00,301.0,353.0,327.0,6,BOTH
1635419220000,1635419280000,9,2021-10-28 20:07:00,2021-10-28 20:08:00,29.0,0.0,29.0,1,PHONE
1635422760000,1635423000000,9,2021-10-28 21:06:00,2021-10-28 21:10:00,90.0,0.0,90.0,4,PHONE
1635423360000,1635423420000,9,2021-10-28 21:16:00,2021-10-28 21:17:00,0.0,10.0,10.0,1,WEARABLE
1635428760000,1635428820000,9,2021-10-28 22:46:00,2021-10-28 22:47:00,16.0,0.0,16.0,1,PHONE
1635428820000,1635428880000,9,2021-10-28 22:47:00,2021-10-28 22:48:00,0.0,20.0,20.0,1,WEARABLE
1635428880000,1635431160000,9,2021-10-28 22:48:00,2021-10-28 23:26:00,5739.0,5915.0,5827.0,38,BOTH
1635431340000,1635431580000,9,2021-10-28 23:29:00,2021-10-28 23:33:00,224.0,197.0,210.5,4,BOTH
1635431820000,1635431880000,9,2021-10-28 23:37:00,2021-10-28 23:38:00,22.0,0.0,22.0,1,PHONE
1635431880000,1635432240000,9,2021-10-28 23:38:00,2021-10-28 23:44:00,391.0,412.0,401.5,6,BOTH
