START,END,UTC,READABLE_START,READABLE_END,PHONE_STEP,WEARABLE_STEP,AVERAGE_STEP,DURATION,TYPE
1634508120000,1634508180000,9,2021-10-18 07:02:00,2021-10-18 07:03:00,13.0,0.0,13.0,1,PHONE
1634509380000,1634509440000,9,2021-10-18 07:23:00,2021-10-18 07:24:00,7.0,0.0,7.0,1,PHONE
1634509560000,1634509620000,9,2021-10-18 07:26:00,2021-10-18 07:27:00,11.0,0.0,11.0,1,PHONE
1634511660000,1634511720000,9,2021-10-18 08:01:00,2021-10-18 08:02:00,18.0,0.0,18.0,1,PHONE
1634511780000,1634511840000,9,2021-10-18 08:03:00,2021-10-18 08:04:00,0.0,28.0,28.0,1,WEARABLE
1634511840000,1634511960000,9,2021-10-18 08:04:00,2021-10-18 08:06:00,111.0,109.0,110.0,2,BOTH
1634513280000,1634513340000,9,2021-10-18 08:28:00,2021-10-18 08:29:00,0.0,11.0,11.0,1,WEARABLE
1634513460000,1634513520000,9,2021-10-18 08:31:00,2021-10-18 08:32:00,0.0,15.0,15.0,1,WEARABLE
1634513520000,1634513700000,9,2021-10-18 08:32:00,2021-10-18 08:35:00,306.0,290.0,298.0,3,BOTH
1634513700000,1634513760000,9,2021-10-18 08:35:00,2021-10-18 08:36:00,8.0,0.0,8.0,1,PHONE
1634513760000,1634513940000,9,2021-10-18 08:36:00,2021-10-18 08:39:00,202.0,188.0,195.0,3,BOTH
1634515140000,1634515380000,9,2021-10-18 08:59:00,2021-10-18 09:03:00,124.0,115.0,119.5,4,BOTH
1634515380000,1634515500000,9,2021-10-18 09:03:00,2021-10-18 09:05:00,0.0,46.0,46.0,2,WEARABLE
1634515620000,1634515680000,9,2021-10-18 09:07:00,2021-10-18 09:08:00,0.0,32.0,32.0,1,WEARABLE
1634515740000,1634516100000,9,2021-10-18 09:09:00,2021-10-18 09:15:00,0.0,146.0,146.0,6,WEARABLE
1634516160000,1634516340000,9,2021-10-18 09:16:00,2021-10-18 09:19:00,0.0,85.0,85.0,3,WEARABLE
1634516400000,1634516460000,9,2021-10-18 09:20:00,2021-10-18 09:21:00,0.0,40.0,40.0,1,WEARABLE
