START,END,UTC,READABLE_START,READABLE_END,PHONE_STEP,WEARABLE_STEP,AVERAGE_STEP,DURATION,TYPE
1636759260000,1636759320000,9,2021-11-13 08:21:00,2021-11-13 08:22:00,7.0,0.0,7.0,1,PHONE
1636760280000,1636760400000,9,2021-11-13 08:38:00,2021-11-13 08:40:00,57.0,0.0,57.0,2,PHONE
1636760820000,1636760880000,9,2021-11-13 08:47:00,2021-11-13 08:48:00,24.0,0.0,24.0,1,PHONE
1636760940000,1636761000000,9,2021-11-13 08:49:00,2021-11-13 08:50:00,8.0,0.0,8.0,1,PHONE
1636761120000,1636761240000,9,2021-11-13 08:52:00,2021-11-13 08:54:00,32.0,0.0,32.0,2,PHONE
1636763220000,1636763280000,9,2021-11-13 09:27:00,2021-11-13 09:28:00,6.0,0.0,6.0,1,PHONE
1636763400000,1636763460000,9,2021-11-13 09:30:00,2021-11-13 09:31:00,10.0,0.0,10.0,1,PHONE
1636763700000,1636763760000,9,2021-11-13 09:35:00,2021-11-13 09:36:00,6.0,0.0,6.0,1,PHONE
1636764120000,1636764180000,9,2021-11-13 09:42:00,2021-11-13 09:43:00,9.0,0.0,9.0,1,PHONE
1636764540000,1636764600000,9,2021-11-13 09:49:00,2021-11-13 09:50:00,13.0,0.0,13.0,1,PHONE
1636764660000,1636764720000,9,2021-11-13 09:51:00,2021-11-13 09:52:00,15.0,0.0,15.0,1,PHONE
1636764780000,1636764840000,9,2021-11-13 09:53:00,2021-11-13 09:54:00,0.0,14.0,14.0,1,WEARABLE
1636764840000,1636764900000,9,2021-11-13 09:54:00,2021-11-13 09:55:00,7.0,0.0,7.0,1,PHONE
1636764900000,1636764960000,9,2021-11-13 09:55:00,2021-11-13 09:56:00,81.0,22.0,51.5,1,BOTH
1636764960000,1636765020000,9,2021-11-13 09:56:00,2021-11-13 09:57:00,0.0,12.0,12.0,1,WEARABLE
1636766040000,1636766100000,9,2021-11-13 10:14:00,2021-11-13 10:15:00,0.0,15.0,15.0,1,WEARABLE
1636770120000,1636770180000,9,2021-11-13 11:22:00,2021-11-13 11:23:00,0.0,11.0,11.0,1,WEARABLE
1636770240000,1636770300000,9,2021-11-13 11:24:00,2021-11-13 11:25:00,78.0,28.0,53.0,1,BOTH
1636770300000,1636770360000,9,2021-11-13 11:25:00,2021-11-13 11:26:00,0.0,13.0,13.0,1,WEARABLE
1636770360000,1636770540000,9,2021-11-13 11:26:00,2021-11-13 11:29:00,84.0,128.0,106.0,3,BOTH
1636770540000,1636770600000,9,2021-11-13 11:29:00,2021-11-13 11:30:00,11.0,0.0,11.0,1,PHONE
1636770600000,1636770840000,9,2021-11-13 11:30:00,2021-11-13 11:34:00,126.0,76.0,101.0,4,BOTH
1636770840000,1636770900000,9,2021-11-13 11:34:00,2021-11-13 11:35:00,0.0,24.0,24.0,1,WEARABLE
1636770900000,1636771020000,9,2021-11-13 11:35:00,2021-11-13 11:37:00,78.0,54.0,66.0,2,BOTH
1636771200000,1636771260000,9,2021-11-13 11:40:00,2021-11-13 11:41:00,0.0,15.0,15.0,1,WEARABLE
1636771980000,1636772100000,9,2021-11-13 11:53:00,2021-11-13 11:55:00,54.0,29.0,41.5,2,BOTH
1636772160000,1636772220000,9,2021-11-13 11:56:00,2021-11-13 11:57:00,13.0,21.0,17.0,1,BOTH
1636772280000,1636772460000,9,2021-11-13 11:58:00,2021-11-13 12:01:00,0.0,87.0,87.0,3,WEARABLE
1636772640000,1636772700000,9,2021-11-13 12:04:00,2021-11-13 12:05:00,0.0,30.0,30.0,1,WEARABLE
1636773060000,1636773120000,9,2021-11-13 12:11:00,2021-11-13 12:12:00,34.0,13.0,23.5,1,BOTH
1636773120000,1636773180000,9,2021-11-13 12:12:00,2021-11-13 12:13:00,0.0,16.0,16.0,1,WEARABLE
1636773480000,1636773540000,9,2021-11-13 12:18:00,2021-11-13 12:19:00,0.0,31.0,31.0,1,WEARABLE
1636773780000,1636773840000,9,2021-11-13 12:23:00,2021-11-13 12:24:00,0.0,15.0,15.0,1,WEARABLE
1636773960000,1636774200000,9,2021-11-13 12:26:00,2021-11-13 12:30:00,0.0,78.0,78.0,4,WEARABLE
1636774260000,1636774380000,9,2021-11-13 12:31:00,2021-11-13 12:33:00,51.0,58.0,54.5,2,BOTH
1636774440000,1636774560000,9,2021-11-13 12:34:00,2021-11-13 12:36:00,33.0,0.0,33.0,2,PHONE
1636774560000,1636774680000,9,2021-11-13 12:36:00,2021-11-13 12:38:00,58.0,58.0,58.0,2,BOTH
1636774740000,1636774800000,9,2021-11-13 12:39:00,2021-11-13 12:40:00,9.0,0.0,9.0,1,PHONE
1636774800000,1636774860000,9,2021-11-13 12:40:00,2021-11-13 12:41:00,9.0,19.0,14.0,1,BOTH
1636775100000,1636775160000,9,2021-11-13 12:45:00,2021-11-13 12:46:00,20.0,0.0,20.0,1,PHONE
1636775160000,1636775220000,9,2021-11-13 12:46:00,2021-11-13 12:47:00,79.0,82.0,80.5,1,BOTH
1636775220000,1636775340000,9,2021-11-13 12:47:00,2021-11-13 12:49:00,16.0,0.0,16.0,2,PHONE
1636775340000,1636775460000,9,2021-11-13 12:49:00,2021-11-13 12:51:00,64.0,53.0,58.5,2,BOTH
1636775700000,1636775820000,9,2021-11-13 12:55:00,2021-11-13 12:57:00,73.0,53.0,63.0,2,BOTH
1636775880000,1636776000000,9,2021-11-13 12:58:00,2021-11-13 13:00:00,58.0,38.0,48.0,2,BOTH
1636776300000,1636776420000,9,2021-11-13 13:05:00,2021-11-13 13:07:00,37.0,41.0,39.0,2,BOTH
1636776420000,1636776480000,9,2021-11-13 13:07:00,2021-11-13 13:08:00,22.0,0.0,22.0,1,PHONE
1636776480000,1636776540000,9,2021-11-13 13:08:00,2021-11-13 13:09:00,17.0,36.0,26.5,1,BOTH
1636776780000,1636776840000,9,2021-11-13 13:13:00,2021-11-13 13:14:00,35.0,43.0,39.0,1,BOTH
1636776900000,1636776960000,9,2021-11-13 13:15:00,2021-11-13 13:16:00,24.0,37.0,30.5,1,BOTH
1636777080000,1636777260000,9,2021-11-13 13:18:00,2021-11-13 13:21:00,148.0,143.0,145.5,3,BOTH
1636777440000,1636777620000,9,2021-11-13 13:24:00,2021-11-13 13:27:00,38.0,45.0,41.5,3,BOTH
1636777680000,1636777740000,9,2021-11-13 13:28:00,2021-11-13 13:29:00,0.0,25.0,25.0,1,WEARABLE
1636777740000,1636777980000,9,2021-11-13 13:29:00,2021-11-13 13:33:00,166.0,143.0,154.5,4,BOTH
1636778040000,1636778100000,9,2021-11-13 13:34:00,2021-11-13 13:35:00,9.0,0.0,9.0,1,PHONE
1636778280000,1636778340000,9,2021-11-13 13:38:00,2021-11-13 13:39:00,18.0,18.0,18.0,1,BOTH
1636778700000,1636778940000,9,2021-11-13 13:45:00,2021-11-13 13:49:00,358.0,356.0,357.0,4,BOTH
1636780260000,1636780560000,9,2021-11-13 14:11:00,2021-11-13 14:16:00,449.0,404.0,426.5,5,BOTH
1636780860000,1636780920000,9,2021-11-13 14:21:00,2021-11-13 14:22:00,17.0,0.0,17.0,1,PHONE
