START,END,UTC,READABLE_START,READABLE_END,PHONE_STEP,WEARABLE_STEP,AVERAGE_STEP,DURATION,TYPE
1650668400000,1650668460000,9,2022-04-23 08:00:00,2022-04-23 08:01:00,0.0,28.0,28.0,1,WEARABLE
1650668460000,1650668700000,9,2022-04-23 08:01:00,2022-04-23 08:05:00,358.0,374.0,366.0,4,BOTH
1650668700000,1650668760000,9,2022-04-23 08:05:00,2022-04-23 08:06:00,0.0,15.0,15.0,1,WEARABLE
1650668760000,1650668820000,9,2022-04-23 08:06:00,2022-04-23 08:07:00,7.0,0.0,7.0,1,PHONE
1650669360000,1650669420000,9,2022-04-23 08:16:00,2022-04-23 08:17:00,7.0,20.0,13.5,1,BOTH
1650669420000,1650669480000,9,2022-04-23 08:17:00,2022-04-23 08:18:00,0.0,11.0,11.0,1,WEARABLE
1650669600000,1650669900000,9,2022-04-23 08:20:00,2022-04-23 08:25:00,373.0,382.0,377.5,5,BOTH
1650670020000,1650670080000,9,2022-04-23 08:27:00,2022-04-23 08:28:00,0.0,20.0,20.0,1,WEARABLE
1650670320000,1650670380000,9,2022-04-23 08:32:00,2022-04-23 08:33:00,0.0,10.0,10.0,1,WEARABLE
1650670860000,1650670980000,9,2022-04-23 08:41:00,2022-04-23 08:43:00,0.0,83.0,83.0,2,WEARABLE
1650671040000,1650671160000,9,2022-04-23 08:44:00,2022-04-23 08:46:00,0.0,39.0,39.0,2,WEARABLE
1650671160000,1650671460000,9,2022-04-23 08:46:00,2022-04-23 08:51:00,354.0,346.0,350.0,5,BOTH
1650672420000,1650672480000,9,2022-04-23 09:07:00,2022-04-23 09:08:00,0.0,10.0,10.0,1,WEARABLE
1650672480000,1650672900000,9,2022-04-23 09:08:00,2022-04-23 09:15:00,614.0,599.0,606.5,7,BOTH
1650672900000,1650672960000,9,2022-04-23 09:15:00,2022-04-23 09:16:00,2.0,0.0,2.0,1,PHONE
1650674100000,1650674340000,9,2022-04-23 09:35:00,2022-04-23 09:39:00,352.0,378.0,365.0,4,BOTH
1650674340000,1650674460000,9,2022-04-23 09:39:00,2022-04-23 09:41:00,0.0,92.0,92.0,2,WEARABLE
1650674460000,1650674820000,9,2022-04-23 09:41:00,2022-04-23 09:47:00,374.0,428.0,401.0,6,BOTH
1650674820000,1650675180000,9,2022-04-23 09:47:00,2022-04-23 09:53:00,0.0,244.0,244.0,6,WEARABLE
1650675840000,1650675900000,9,2022-04-23 10:04:00,2022-04-23 10:05:00,6.0,0.0,6.0,1,PHONE
1650692580000,1650692700000,9,2022-04-23 14:43:00,2022-04-23 14:45:00,0.0,35.0,35.0,2,WEARABLE
1650692760000,1650692820000,9,2022-04-23 14:46:00,2022-04-23 14:47:00,0.0,25.0,25.0,1,WEARABLE
1650692940000,1650693000000,9,2022-04-23 14:49:00,2022-04-23 14:50:00,0.0,10.0,10.0,1,WEARABLE
1650693180000,1650693240000,9,2022-04-23 14:53:00,2022-04-23 14:54:00,0.0,21.0,21.0,1,WEARABLE
1650693300000,1650693900000,9,2022-04-23 14:55:00,2022-04-23 15:05:00,0.0,341.0,341.0,10,WEARABLE
1650693960000,1650694440000,9,2022-04-23 15:06:00,2022-04-23 15:14:00,441.0,356.0,398.5,8,BOTH
1650694440000,1650694500000,9,2022-04-23 15:14:00,2022-04-23 15:15:00,0.0,12.0,12.0,1,WEARABLE
1650694500000,1650694560000,9,2022-04-23 15:15:00,2022-04-23 15:16:00,11.0,10.0,10.5,1,BOTH
1650694620000,1650694680000,9,2022-04-23 15:17:00,2022-04-23 15:18:00,28.0,24.0,26.0,1,BOTH
1650695940000,1650696000000,9,2022-04-23 15:39:00,2022-04-23 15:40:00,0.0,10.0,10.0,1,WEARABLE
1650696060000,1650696240000,9,2022-04-23 15:41:00,2022-04-23 15:44:00,137.0,110.0,123.5,3,BOTH
1650696240000,1650696300000,9,2022-04-23 15:44:00,2022-04-23 15:45:00,0.0,21.0,21.0,1,WEARABLE
1650696300000,1650696720000,9,2022-04-23 15:45:00,2022-04-23 15:52:00,434.0,460.0,447.0,7,BOTH
1650696780000,1650696900000,9,2022-04-23 15:53:00,2022-04-23 15:55:00,54.0,46.0,50.0,2,BOTH
1650696900000,1650697020000,9,2022-04-23 15:55:00,2022-04-23 15:57:00,0.0,29.0,29.0,2,WEARABLE
1650697500000,1650697560000,9,2022-04-23 16:05:00,2022-04-23 16:06:00,0.0,13.0,13.0,1,WEARABLE
1650698040000,1650698160000,9,2022-04-23 16:14:00,2022-04-23 16:16:00,0.0,19.0,19.0,2,WEARABLE
1650698220000,1650698280000,9,2022-04-23 16:17:00,2022-04-23 16:18:00,0.0,39.0,39.0,1,WEARABLE
1650699420000,1650699480000,9,2022-04-23 16:37:00,2022-04-23 16:38:00,51.0,24.0,37.5,1,BOTH
1650699660000,1650699780000,9,2022-04-23 16:41:00,2022-04-23 16:43:00,48.0,128.0,88.0,2,BOTH
1650699840000,1650699960000,9,2022-04-23 16:44:00,2022-04-23 16:46:00,0.0,31.0,31.0,2,WEARABLE
1650700320000,1650700380000,9,2022-04-23 16:52:00,2022-04-23 16:53:00,0.0,36.0,36.0,1,WEARABLE
1650700920000,1650700980000,9,2022-04-23 17:02:00,2022-04-23 17:03:00,0.0,12.0,12.0,1,WEARABLE
1650703920000,1650703980000,9,2022-04-23 17:52:00,2022-04-23 17:53:00,0.0,13.0,13.0,1,WEARABLE
1650704040000,1650704100000,9,2022-04-23 17:54:00,2022-04-23 17:55:00,0.0,12.0,12.0,1,WEARABLE
1650704280000,1650704340000,9,2022-04-23 17:58:00,2022-04-23 17:59:00,0.0,16.0,16.0,1,WEARABLE
1650704760000,1650704820000,9,2022-04-23 18:06:00,2022-04-23 18:07:00,0.0,18.0,18.0,1,WEARABLE
1650715080000,1650715200000,9,2022-04-23 20:58:00,2022-04-23 21:00:00,0.0,99.0,99.0,2,WEARABLE
1650715200000,1650715260000,9,2022-04-23 21:00:00,2022-04-23 21:01:00,42.0,57.0,49.5,1,BOTH
1650715260000,1650715320000,9,2022-04-23 21:01:00,2022-04-23 21:02:00,7.0,0.0,7.0,1,PHONE
1650715320000,1650715380000,9,2022-04-23 21:02:00,2022-04-23 21:03:00,57.0,57.0,57.0,1,BOTH
1650715440000,1650715560000,9,2022-04-23 21:04:00,2022-04-23 21:06:00,0.0,33.0,33.0,2,WEARABLE
1650715920000,1650715980000,9,2022-04-23 21:12:00,2022-04-23 21:13:00,15.0,0.0,15.0,1,PHONE
1650716580000,1650716640000,9,2022-04-23 21:23:00,2022-04-23 21:24:00,12.0,0.0,12.0,1,PHONE
1650716760000,1650716820000,9,2022-04-23 21:26:00,2022-04-23 21:27:00,33.0,0.0,33.0,1,PHONE
1650716820000,1650717060000,9,2022-04-23 21:27:00,2022-04-23 21:31:00,308.0,344.0,326.0,4,BOTH
1650717060000,1650717180000,9,2022-04-23 21:31:00,2022-04-23 21:33:00,0.0,64.0,64.0,2,WEARABLE
1650718140000,1650718200000,9,2022-04-23 21:49:00,2022-04-23 21:50:00,8.0,0.0,8.0,1,PHONE
1650748140000,1650748200000,9,2022-04-24 06:09:00,2022-04-24 06:10:00,0.0,10.0,10.0,1,WEARABLE
1650754140000,1650754200000,9,2022-04-24 07:49:00,2022-04-24 07:50:00,0.0,24.0,24.0,1,WEARABLE
1650754200000,1650754440000,9,2022-04-24 07:50:00,2022-04-24 07:54:00,316.0,355.0,335.5,4,BOTH
1650754440000,1650754500000,9,2022-04-24 07:54:00,2022-04-24 07:55:00,0.0,12.0,12.0,1,WEARABLE
1650754500000,1650754560000,9,2022-04-24 07:55:00,2022-04-24 07:56:00,10.0,0.0,10.0,1,PHONE
1650754860000,1650754920000,9,2022-04-24 08:01:00,2022-04-24 08:02:00,0.0,24.0,24.0,1,WEARABLE
1650754980000,1650755040000,9,2022-04-24 08:03:00,2022-04-24 08:04:00,0.0,10.0,10.0,1,WEARABLE
1650755700000,1650756120000,9,2022-04-24 08:15:00,2022-04-24 08:22:00,371.0,372.0,371.5,7,BOTH
1650756120000,1650756420000,9,2022-04-24 08:22:00,2022-04-24 08:27:00,0.0,176.0,176.0,5,WEARABLE
1650757080000,1650757140000,9,2022-04-24 08:38:00,2022-04-24 08:39:00,0.0,12.0,12.0,1,WEARABLE
1650757380000,1650757440000,9,2022-04-24 08:43:00,2022-04-24 08:44:00,0.0,12.0,12.0,1,WEARABLE
1650757860000,1650757980000,9,2022-04-24 08:51:00,2022-04-24 08:53:00,48.0,46.0,47.0,2,BOTH
