START,END,UTC,READABLE_START,READABLE_END,PHONE_STEP,WEARABLE_STEP,AVERAGE_STEP,DURATION,TYPE
1626447780000,1626447840000,9,2021-07-17 00:03:00,2021-07-17 00:04:00,8.0,0.0,8.0,1,PHONE
1626484140000,1626484260000,9,2021-07-17 10:09:00,2021-07-17 10:11:00,14.0,0.0,14.0,2,PHONE
1626497220000,1626497280000,9,2021-07-17 13:47:00,2021-07-17 13:48:00,23.0,0.0,23.0,1,PHONE
1626500220000,1626500280000,9,2021-07-17 14:37:00,2021-07-17 14:38:00,0.0,14.0,14.0,1,WEARABLE
1626500340000,1626500460000,9,2021-07-17 14:39:00,2021-07-17 14:41:00,0.0,20.0,20.0,2,WEARABLE
1626500580000,1626500640000,9,2021-07-17 14:43:00,2021-07-17 14:44:00,0.0,27.0,27.0,1,WEARABLE
1626511740000,1626511860000,9,2021-07-17 17:49:00,2021-07-17 17:51:00,0.0,24.0,24.0,2,WEARABLE
1626511920000,1626511980000,9,2021-07-17 17:52:00,2021-07-17 17:53:00,0.0,17.0,17.0,1,WEARABLE
1626513180000,1626513240000,9,2021-07-17 18:13:00,2021-07-17 18:14:00,0.0,28.0,28.0,1,WEARABLE
1626513300000,1626513360000,9,2021-07-17 18:15:00,2021-07-17 18:16:00,0.0,18.0,18.0,1,WEARABLE
1626515280000,1626515340000,9,2021-07-17 18:48:00,2021-07-17 18:49:00,0.0,40.0,40.0,1,WEARABLE
1626517920000,1626517980000,9,2021-07-17 19:32:00,2021-07-17 19:33:00,18.0,0.0,18.0,1,PHONE
1626517980000,1626518040000,9,2021-07-17 19:33:00,2021-07-17 19:34:00,40.0,11.0,25.5,1,BOTH
1626518220000,1626519060000,9,2021-07-17 19:37:00,2021-07-17 19:51:00,801.0,783.0,792.0,14,BOTH
1626519360000,1626519420000,9,2021-07-17 19:56:00,2021-07-17 19:57:00,17.0,11.0,14.0,1,BOTH
1626519420000,1626519480000,9,2021-07-17 19:57:00,2021-07-17 19:58:00,7.0,0.0,7.0,1,PHONE
1626519600000,1626519660000,9,2021-07-17 20:00:00,2021-07-17 20:01:00,33.0,0.0,33.0,1,PHONE
1626519660000,1626519720000,9,2021-07-17 20:01:00,2021-07-17 20:02:00,33.0,34.0,33.5,1,BOTH
1626519900000,1626519960000,9,2021-07-17 20:05:00,2021-07-17 20:06:00,16.0,15.0,15.5,1,BOTH
1626520140000,1626520260000,9,2021-07-17 20:09:00,2021-07-17 20:11:00,0.0,30.0,30.0,2,WEARABLE
1626520320000,1626520440000,9,2021-07-17 20:12:00,2021-07-17 20:14:00,92.0,35.0,63.5,2,BOTH
1626520500000,1626521160000,9,2021-07-17 20:15:00,2021-07-17 20:26:00,811.0,826.0,818.5,11,BOTH
1626521160000,1626521280000,9,2021-07-17 20:26:00,2021-07-17 20:28:00,27.0,0.0,27.0,2,PHONE
1626521640000,1626521760000,9,2021-07-17 20:34:00,2021-07-17 20:36:00,0.0,29.0,29.0,2,WEARABLE
1626521880000,1626521940000,9,2021-07-17 20:38:00,2021-07-17 20:39:00,0.0,15.0,15.0,1,WEARABLE
1626522180000,1626522240000,9,2021-07-17 20:43:00,2021-07-17 20:44:00,0.0,22.0,22.0,1,WEARABLE
1626528540000,1626528660000,9,2021-07-17 22:29:00,2021-07-17 22:31:00,18.0,0.0,18.0,2,PHONE
1626553440000,1626553500000,9,2021-07-18 05:24:00,2021-07-18 05:25:00,0.0,13.0,13.0,1,WEARABLE
1626553560000,1626553620000,9,2021-07-18 05:26:00,2021-07-18 05:27:00,0.0,6.0,6.0,1,WEARABLE
1626571560000,1626571680000,9,2021-07-18 10:26:00,2021-07-18 10:28:00,0.0,40.0,40.0,2,WEARABLE
1626572460000,1626572520000,9,2021-07-18 10:41:00,2021-07-18 10:42:00,0.0,18.0,18.0,1,WEARABLE
1626572640000,1626572700000,9,2021-07-18 10:44:00,2021-07-18 10:45:00,0.0,21.0,21.0,1,WEARABLE
1626572760000,1626572820000,9,2021-07-18 10:46:00,2021-07-18 10:47:00,0.0,12.0,12.0,1,WEARABLE
1626572940000,1626573060000,9,2021-07-18 10:49:00,2021-07-18 10:51:00,0.0,70.0,70.0,2,WEARABLE
1626574020000,1626574140000,9,2021-07-18 11:07:00,2021-07-18 11:09:00,0.0,33.0,33.0,2,WEARABLE
1626574200000,1626574260000,9,2021-07-18 11:10:00,2021-07-18 11:11:00,0.0,10.0,10.0,1,WEARABLE
1626574320000,1626574380000,9,2021-07-18 11:12:00,2021-07-18 11:13:00,0.0,33.0,33.0,1,WEARABLE
1626574440000,1626574740000,9,2021-07-18 11:14:00,2021-07-18 11:19:00,0.0,65.0,65.0,5,WEARABLE
1626574740000,1626574800000,9,2021-07-18 11:19:00,2021-07-18 11:20:00,38.0,0.0,38.0,1,PHONE
1626574860000,1626574920000,9,2021-07-18 11:21:00,2021-07-18 11:22:00,22.0,0.0,22.0,1,PHONE
1626575100000,1626575160000,9,2021-07-18 11:25:00,2021-07-18 11:26:00,0.0,33.0,33.0,1,WEARABLE
1626575280000,1626575340000,9,2021-07-18 11:28:00,2021-07-18 11:29:00,39.0,0.0,39.0,1,PHONE
1626575400000,1626575820000,9,2021-07-18 11:30:00,2021-07-18 11:37:00,627.0,612.0,619.5,7,BOTH
