START,END,UTC,READABLE_START,READABLE_END,PHONE_STEP,WEARABLE_STEP,AVERAGE_STEP,DURATION,TYPE
1626571860000,1626571920000,9,2021-07-18 10:31:00,2021-07-18 10:32:00,32.0,0.0,32.0,1,PHONE
1626572280000,1626572340000,9,2021-07-18 10:38:00,2021-07-18 10:39:00,12.0,0.0,12.0,1,PHONE
1626574800000,1626574860000,9,2021-07-18 11:20:00,2021-07-18 11:21:00,13.0,0.0,13.0,1,PHONE
1626574980000,1626575100000,9,2021-07-18 11:23:00,2021-07-18 11:25:00,19.0,0.0,19.0,2,PHONE
1626575280000,1626575340000,9,2021-07-18 11:28:00,2021-07-18 11:29:00,0.0,17.0,17.0,1,WEARABLE
1626575340000,1626575460000,9,2021-07-18 11:29:00,2021-07-18 11:31:00,57.0,64.0,60.5,2,BOTH
1626575820000,1626575940000,9,2021-07-18 11:37:00,2021-07-18 11:39:00,100.0,95.0,97.5,2,BOTH
1626575940000,1626576000000,9,2021-07-18 11:39:00,2021-07-18 11:40:00,0.0,17.0,17.0,1,WEARABLE
1626576420000,1626576540000,9,2021-07-18 11:47:00,2021-07-18 11:49:00,0.0,82.0,82.0,2,WEARABLE
1626576600000,1626576720000,9,2021-07-18 11:50:00,2021-07-18 11:52:00,0.0,31.0,31.0,2,WEARABLE
1626576960000,1626577020000,9,2021-07-18 11:56:00,2021-07-18 11:57:00,0.0,20.0,20.0,1,WEARABLE
1626579060000,1626579120000,9,2021-07-18 12:31:00,2021-07-18 12:32:00,0.0,11.0,11.0,1,WEARABLE
1626580020000,1626580200000,9,2021-07-18 12:47:00,2021-07-18 12:50:00,0.0,111.0,111.0,3,WEARABLE
1626580260000,1626580320000,9,2021-07-18 12:51:00,2021-07-18 12:52:00,0.0,16.0,16.0,1,WEARABLE
1626580500000,1626580560000,9,2021-07-18 12:55:00,2021-07-18 12:56:00,44.0,57.0,50.5,1,BOTH
1626580560000,1626580680000,9,2021-07-18 12:56:00,2021-07-18 12:58:00,0.0,35.0,35.0,2,WEARABLE
1626580800000,1626580860000,9,2021-07-18 13:00:00,2021-07-18 13:01:00,0.0,15.0,15.0,1,WEARABLE
1626580860000,1626580920000,9,2021-07-18 13:01:00,2021-07-18 13:02:00,78.0,68.0,73.0,1,BOTH
1626581820000,1626582060000,9,2021-07-18 13:17:00,2021-07-18 13:21:00,200.0,208.0,204.0,4,BOTH
1626582780000,1626582900000,9,2021-07-18 13:33:00,2021-07-18 13:35:00,0.0,14.0,14.0,2,WEARABLE
1626584160000,1626584400000,9,2021-07-18 13:56:00,2021-07-18 14:00:00,0.0,84.0,84.0,4,WEARABLE
1626584520000,1626584700000,9,2021-07-18 14:02:00,2021-07-18 14:05:00,0.0,115.0,115.0,3,WEARABLE
1626584760000,1626584820000,9,2021-07-18 14:06:00,2021-07-18 14:07:00,0.0,20.0,20.0,1,WEARABLE
1626584880000,1626585060000,9,2021-07-18 14:08:00,2021-07-18 14:11:00,0.0,143.0,143.0,3,WEARABLE
1626585900000,1626585960000,9,2021-07-18 14:25:00,2021-07-18 14:26:00,0.0,38.0,38.0,1,WEARABLE
1626591360000,1626592200000,9,2021-07-18 15:56:00,2021-07-18 16:10:00,0.0,855.0,855.0,14,WEARABLE
1626592260000,1626592380000,9,2021-07-18 16:11:00,2021-07-18 16:13:00,0.0,37.0,37.0,2,WEARABLE
1626592440000,1626593160000,9,2021-07-18 16:14:00,2021-07-18 16:26:00,0.0,500.0,500.0,12,WEARABLE
1626593280000,1626593760000,9,2021-07-18 16:28:00,2021-07-18 16:36:00,0.0,467.0,467.0,8,WEARABLE
1626593820000,1626593940000,9,2021-07-18 16:37:00,2021-07-18 16:39:00,0.0,76.0,76.0,2,WEARABLE
1626594240000,1626594300000,9,2021-07-18 16:44:00,2021-07-18 16:45:00,0.0,64.0,64.0,1,WEARABLE
1626594540000,1626594600000,9,2021-07-18 16:49:00,2021-07-18 16:50:00,17.0,18.0,17.5,1,BOTH
1626594660000,1626594720000,9,2021-07-18 16:51:00,2021-07-18 16:52:00,0.0,22.0,22.0,1,WEARABLE
1626594780000,1626594840000,9,2021-07-18 16:53:00,2021-07-18 16:54:00,11.0,0.0,11.0,1,PHONE
1626595380000,1626595680000,9,2021-07-18 17:03:00,2021-07-18 17:08:00,0.0,175.0,175.0,5,WEARABLE
1626595740000,1626595920000,9,2021-07-18 17:09:00,2021-07-18 17:12:00,0.0,95.0,95.0,3,WEARABLE
1626597480000,1626597540000,9,2021-07-18 17:38:00,2021-07-18 17:39:00,0.0,16.0,16.0,1,WEARABLE
1626597600000,1626597660000,9,2021-07-18 17:40:00,2021-07-18 17:41:00,0.0,38.0,38.0,1,WEARABLE
1626597720000,1626597840000,9,2021-07-18 17:42:00,2021-07-18 17:44:00,0.0,67.0,67.0,2,WEARABLE
1626597900000,1626598080000,9,2021-07-18 17:45:00,2021-07-18 17:48:00,0.0,146.0,146.0,3,WEARABLE
1626598140000,1626598500000,9,2021-07-18 17:49:00,2021-07-18 17:55:00,0.0,172.0,172.0,6,WEARABLE
1626598560000,1626598740000,9,2021-07-18 17:56:00,2021-07-18 17:59:00,0.0,42.0,42.0,3,WEARABLE
1626598860000,1626598920000,9,2021-07-18 18:01:00,2021-07-18 18:02:00,0.0,25.0,25.0,1,WEARABLE
1626598980000,1626599040000,9,2021-07-18 18:03:00,2021-07-18 18:04:00,0.0,15.0,15.0,1,WEARABLE
1626599100000,1626599220000,9,2021-07-18 18:05:00,2021-07-18 18:07:00,127.0,142.0,134.5,2,BOTH
1626599880000,1626600000000,9,2021-07-18 18:18:00,2021-07-18 18:20:00,148.0,137.0,142.5,2,BOTH
1626600000000,1626600060000,9,2021-07-18 18:20:00,2021-07-18 18:21:00,0.0,41.0,41.0,1,WEARABLE
1626608220000,1626608460000,9,2021-07-18 20:37:00,2021-07-18 20:41:00,205.0,208.0,206.5,4,BOTH
1626608460000,1626608520000,9,2021-07-18 20:41:00,2021-07-18 20:42:00,0.0,16.0,16.0,1,WEARABLE
1626608520000,1626608880000,9,2021-07-18 20:42:00,2021-07-18 20:48:00,526.0,563.0,544.5,6,BOTH
1626608880000,1626608940000,9,2021-07-18 20:48:00,2021-07-18 20:49:00,0.0,16.0,16.0,1,WEARABLE
1626609180000,1626609240000,9,2021-07-18 20:53:00,2021-07-18 20:54:00,20.0,0.0,20.0,1,PHONE
1626609900000,1626609960000,9,2021-07-18 21:05:00,2021-07-18 21:06:00,13.0,0.0,13.0,1,PHONE
1626610500000,1626610560000,9,2021-07-18 21:15:00,2021-07-18 21:16:00,0.0,36.0,36.0,1,WEARABLE
1626610560000,1626611520000,9,2021-07-18 21:16:00,2021-07-18 21:32:00,1673.0,1650.0,1661.5,16,BOTH
1626611700000,1626611880000,9,2021-07-18 21:35:00,2021-07-18 21:38:00,0.0,98.0,98.0,3,WEARABLE
1626611940000,1626612000000,9,2021-07-18 21:39:00,2021-07-18 21:40:00,6.0,0.0,6.0,1,PHONE
1626612060000,1626612120000,9,2021-07-18 21:41:00,2021-07-18 21:42:00,10.0,20.0,15.0,1,BOTH
1626612120000,1626612240000,9,2021-07-18 21:42:00,2021-07-18 21:44:00,0.0,74.0,74.0,2,WEARABLE
1626612300000,1626612360000,9,2021-07-18 21:45:00,2021-07-18 21:46:00,0.0,31.0,31.0,1,WEARABLE
1626616440000,1626616500000,9,2021-07-18 22:54:00,2021-07-18 22:55:00,6.0,0.0,6.0,1,PHONE
1626650400000,1626650460000,9,2021-07-19 08:20:00,2021-07-19 08:21:00,21.0,0.0,21.0,1,PHONE
1626650520000,1626650640000,9,2021-07-19 08:22:00,2021-07-19 08:24:00,72.0,0.0,72.0,2,PHONE
1626653460000,1626653520000,9,2021-07-19 09:11:00,2021-07-19 09:12:00,0.0,15.0,15.0,1,WEARABLE
1626653580000,1626653640000,9,2021-07-19 09:13:00,2021-07-19 09:14:00,0.0,32.0,32.0,1,WEARABLE
