START,END,UTC,READABLE_START,READABLE_END,PHONE_STEP,WEARABLE_STEP,AVERAGE_STEP,DURATION,TYPE
1635464160000,1635464220000,9,2021-10-29 08:36:00,2021-10-29 08:37:00,26.0,0.0,26.0,1,PHONE
1635465000000,1635465060000,9,2021-10-29 08:50:00,2021-10-29 08:51:00,11.0,0.0,11.0,1,PHONE
1635465900000,1635465960000,9,2021-10-29 09:05:00,2021-10-29 09:06:00,17.0,0.0,17.0,1,PHONE
1635467040000,1635467100000,9,2021-10-29 09:24:00,2021-10-29 09:25:00,0.0,18.0,18.0,1,WEARABLE
1635467160000,1635467520000,9,2021-10-29 09:26:00,2021-10-29 09:32:00,610.0,597.0,603.5,6,BOTH
1635467580000,1635467760000,9,2021-10-29 09:33:00,2021-10-29 09:36:00,139.0,144.0,141.5,3,BOTH
1635468120000,1635468180000,9,2021-10-29 09:42:00,2021-10-29 09:43:00,12.0,13.0,12.5,1,BOTH
1635468660000,1635468900000,9,2021-10-29 09:51:00,2021-10-29 09:55:00,317.0,338.0,327.5,4,BOTH
1635475200000,1635475260000,9,2021-10-29 11:40:00,2021-10-29 11:41:00,52.0,0.0,52.0,1,PHONE
1635475260000,1635475440000,9,2021-10-29 11:41:00,2021-10-29 11:44:00,212.0,195.0,203.5,3,BOTH
1635475500000,1635475560000,9,2021-10-29 11:45:00,2021-10-29 11:46:00,16.0,0.0,16.0,1,PHONE
1635476340000,1635476580000,9,2021-10-29 11:59:00,2021-10-29 12:03:00,268.0,205.0,236.5,4,BOTH
1635476580000,1635476640000,9,2021-10-29 12:03:00,2021-10-29 12:04:00,10.0,0.0,10.0,1,PHONE
1635476640000,1635476820000,9,2021-10-29 12:04:00,2021-10-29 12:07:00,106.0,113.0,109.5,3,BOTH
1635476820000,1635476880000,9,2021-10-29 12:07:00,2021-10-29 12:08:00,0.0,14.0,14.0,1,WEARABLE
1635476940000,1635477000000,9,2021-10-29 12:09:00,2021-10-29 12:10:00,33.0,10.0,21.5,1,BOTH
