START,END,UTC,READABLE_START,READABLE_END,PHONE_STEP,WEARABLE_STEP,AVERAGE_STEP,DURATION,TYPE
1635437580000,1635437700000,9,2021-10-29 01:13:00,2021-10-29 01:15:00,39.0,0.0,39.0,2,PHONE
1635466440000,1635466560000,9,2021-10-29 09:14:00,2021-10-29 09:16:00,40.0,0.0,40.0,2,PHONE
1635466680000,1635466860000,9,2021-10-29 09:18:00,2021-10-29 09:21:00,47.0,0.0,47.0,3,PHONE
1635467580000,1635467640000,9,2021-10-29 09:33:00,2021-10-29 09:34:00,24.0,0.0,24.0,1,PHONE
1635468000000,1635468120000,9,2021-10-29 09:40:00,2021-10-29 09:42:00,22.0,0.0,22.0,2,PHONE
1635468180000,1635468300000,9,2021-10-29 09:43:00,2021-10-29 09:45:00,41.0,0.0,41.0,2,PHONE
1635468720000,1635468840000,9,2021-10-29 09:52:00,2021-10-29 09:54:00,52.0,0.0,52.0,2,PHONE
1635468900000,1635468960000,9,2021-10-29 09:55:00,2021-10-29 09:56:00,11.0,0.0,11.0,1,PHONE
1635469860000,1635469920000,9,2021-10-29 10:11:00,2021-10-29 10:12:00,12.0,0.0,12.0,1,PHONE
1635470160000,1635470220000,9,2021-10-29 10:16:00,2021-10-29 10:17:00,10.0,0.0,10.0,1,PHONE
1635470220000,1635471120000,9,2021-10-29 10:17:00,2021-10-29 10:32:00,1248.0,1280.0,1264.0,15,BOTH
1635471240000,1635471600000,9,2021-10-29 10:34:00,2021-10-29 10:40:00,182.0,0.0,182.0,6,PHONE
1635471600000,1635471660000,9,2021-10-29 10:40:00,2021-10-29 10:41:00,104.0,20.0,62.0,1,BOTH
1635471660000,1635471720000,9,2021-10-29 10:41:00,2021-10-29 10:42:00,7.0,0.0,7.0,1,PHONE
1635471720000,1635471780000,9,2021-10-29 10:42:00,2021-10-29 10:43:00,93.0,18.0,55.5,1,BOTH
1635471780000,1635472140000,9,2021-10-29 10:43:00,2021-10-29 10:49:00,386.0,0.0,386.0,6,PHONE
1635472140000,1635472440000,9,2021-10-29 10:49:00,2021-10-29 10:54:00,292.0,254.0,273.0,5,BOTH
1635473880000,1635474180000,9,2021-10-29 11:18:00,2021-10-29 11:23:00,384.0,325.0,354.5,5,BOTH
1635474180000,1635474300000,9,2021-10-29 11:23:00,2021-10-29 11:25:00,72.0,0.0,72.0,2,PHONE
1635474300000,1635474360000,9,2021-10-29 11:25:00,2021-10-29 11:26:00,47.0,18.0,32.5,1,BOTH
1635474420000,1635474480000,9,2021-10-29 11:27:00,2021-10-29 11:28:00,59.0,11.0,35.0,1,BOTH
1635474480000,1635474720000,9,2021-10-29 11:28:00,2021-10-29 11:32:00,360.0,0.0,360.0,4,PHONE
1635474780000,1635474840000,9,2021-10-29 11:33:00,2021-10-29 11:34:00,39.0,0.0,39.0,1,PHONE
1635474840000,1635475080000,9,2021-10-29 11:34:00,2021-10-29 11:38:00,135.0,146.0,140.5,4,BOTH
1635475080000,1635475140000,9,2021-10-29 11:38:00,2021-10-29 11:39:00,15.0,0.0,15.0,1,PHONE
1635475320000,1635475380000,9,2021-10-29 11:42:00,2021-10-29 11:43:00,6.0,0.0,6.0,1,PHONE
1635483240000,1635483300000,9,2021-10-29 13:54:00,2021-10-29 13:55:00,19.0,0.0,19.0,1,PHONE
1635483360000,1635483420000,9,2021-10-29 13:56:00,2021-10-29 13:57:00,30.0,0.0,30.0,1,PHONE
1635499860000,1635500340000,9,2021-10-29 18:31:00,2021-10-29 18:39:00,248.0,0.0,248.0,8,PHONE
1635500580000,1635500640000,9,2021-10-29 18:43:00,2021-10-29 18:44:00,35.0,0.0,35.0,1,PHONE
1635501720000,1635502140000,9,2021-10-29 19:02:00,2021-10-29 19:09:00,142.0,0.0,142.0,7,PHONE
1635503700000,1635503760000,9,2021-10-29 19:35:00,2021-10-29 19:36:00,38.0,48.0,43.0,1,BOTH
1635503820000,1635504300000,9,2021-10-29 19:37:00,2021-10-29 19:45:00,648.0,641.0,644.5,8,BOTH
1635504300000,1635504360000,9,2021-10-29 19:45:00,2021-10-29 19:46:00,6.0,0.0,6.0,1,PHONE
1635504360000,1635504480000,9,2021-10-29 19:46:00,2021-10-29 19:48:00,134.0,150.0,142.0,2,BOTH
1635504480000,1635504600000,9,2021-10-29 19:48:00,2021-10-29 19:50:00,50.0,0.0,50.0,2,PHONE
1635504660000,1635505560000,9,2021-10-29 19:51:00,2021-10-29 20:06:00,1288.0,1290.0,1289.0,15,BOTH
1635505680000,1635505800000,9,2021-10-29 20:08:00,2021-10-29 20:10:00,141.0,139.0,140.0,2,BOTH
1635505800000,1635505860000,9,2021-10-29 20:10:00,2021-10-29 20:11:00,8.0,0.0,8.0,1,PHONE
1635505860000,1635506100000,9,2021-10-29 20:11:00,2021-10-29 20:15:00,248.0,167.0,207.5,4,BOTH
1635506100000,1635506220000,9,2021-10-29 20:15:00,2021-10-29 20:17:00,31.0,0.0,31.0,2,PHONE
1635506220000,1635506940000,9,2021-10-29 20:17:00,2021-10-29 20:29:00,1095.0,927.0,1011.0,12,BOTH
1635507000000,1635507060000,9,2021-10-29 20:30:00,2021-10-29 20:31:00,16.0,0.0,16.0,1,PHONE
1635507540000,1635507600000,9,2021-10-29 20:39:00,2021-10-29 20:40:00,6.0,0.0,6.0,1,PHONE
1635508500000,1635508620000,9,2021-10-29 20:55:00,2021-10-29 20:57:00,66.0,0.0,66.0,2,PHONE
1635516420000,1635516540000,9,2021-10-29 23:07:00,2021-10-29 23:09:00,25.0,0.0,25.0,2,PHONE
1635520560000,1635520620000,9,2021-10-30 00:16:00,2021-10-30 00:17:00,6.0,0.0,6.0,1,PHONE
1635526020000,1635526140000,9,2021-10-30 01:47:00,2021-10-30 01:49:00,38.0,0.0,38.0,2,PHONE
1635556020000,1635556260000,9,2021-10-30 10:07:00,2021-10-30 10:11:00,84.0,0.0,84.0,4,PHONE
1635556620000,1635556680000,9,2021-10-30 10:17:00,2021-10-30 10:18:00,7.0,0.0,7.0,1,PHONE
1635558180000,1635558240000,9,2021-10-30 10:43:00,2021-10-30 10:44:00,12.0,0.0,12.0,1,PHONE
1635558480000,1635558540000,9,2021-10-30 10:48:00,2021-10-30 10:49:00,7.0,0.0,7.0,1,PHONE
1635558660000,1635558720000,9,2021-10-30 10:51:00,2021-10-30 10:52:00,30.0,0.0,30.0,1,PHONE
