START,END,UTC,READABLE_START,READABLE_END,PHONE_STEP,WEARABLE_STEP,AVERAGE_STEP,DURATION,TYPE
1636643220000,1636643280000,9,2021-11-12 00:07:00,2021-11-12 00:08:00,0.0,12.0,12.0,1,WEARABLE
1636644000000,1636644060000,9,2021-11-12 00:20:00,2021-11-12 00:21:00,0.0,13.0,13.0,1,WEARABLE
1636645800000,1636645860000,9,2021-11-12 00:50:00,2021-11-12 00:51:00,0.0,10.0,10.0,1,WEARABLE
1636645920000,1636645980000,9,2021-11-12 00:52:00,2021-11-12 00:53:00,0.0,30.0,30.0,1,WEARABLE
1636658640000,1636658700000,9,2021-11-12 04:24:00,2021-11-12 04:25:00,0.0,10.0,10.0,1,WEARABLE
1636662900000,1636662960000,9,2021-11-12 05:35:00,2021-11-12 05:36:00,10.0,0.0,10.0,1,PHONE
1636664880000,1636664940000,9,2021-11-12 06:08:00,2021-11-12 06:09:00,24.0,0.0,24.0,1,PHONE
1636665060000,1636665120000,9,2021-11-12 06:11:00,2021-11-12 06:12:00,7.0,0.0,7.0,1,PHONE
1636665720000,1636665840000,9,2021-11-12 06:22:00,2021-11-12 06:24:00,21.0,0.0,21.0,2,PHONE
1636665960000,1636666080000,9,2021-11-12 06:26:00,2021-11-12 06:28:00,16.0,0.0,16.0,2,PHONE
1636666740000,1636666800000,9,2021-11-12 06:39:00,2021-11-12 06:40:00,7.0,23.0,15.0,1,BOTH
1636666800000,1636666860000,9,2021-11-12 06:40:00,2021-11-12 06:41:00,0.0,16.0,16.0,1,WEARABLE
1636670400000,1636670460000,9,2021-11-12 07:40:00,2021-11-12 07:41:00,0.0,21.0,21.0,1,WEARABLE
1636670580000,1636670640000,9,2021-11-12 07:43:00,2021-11-12 07:44:00,13.0,0.0,13.0,1,PHONE
1636670640000,1636670700000,9,2021-11-12 07:44:00,2021-11-12 07:45:00,14.0,13.0,13.5,1,BOTH
1636671540000,1636671600000,9,2021-11-12 07:59:00,2021-11-12 08:00:00,11.0,14.0,12.5,1,BOTH
1636671600000,1636671840000,9,2021-11-12 08:00:00,2021-11-12 08:04:00,0.0,65.0,65.0,4,WEARABLE
1636671900000,1636671960000,9,2021-11-12 08:05:00,2021-11-12 08:06:00,0.0,10.0,10.0,1,WEARABLE
1636671960000,1636672020000,9,2021-11-12 08:06:00,2021-11-12 08:07:00,17.0,0.0,17.0,1,PHONE
1636672020000,1636672080000,9,2021-11-12 08:07:00,2021-11-12 08:08:00,0.0,63.0,63.0,1,WEARABLE
1636672080000,1636672560000,9,2021-11-12 08:08:00,2021-11-12 08:16:00,776.0,768.0,772.0,8,BOTH
1636672560000,1636672620000,9,2021-11-12 08:16:00,2021-11-12 08:17:00,0.0,1.0,1.0,1,WEARABLE
1636672740000,1636672800000,9,2021-11-12 08:19:00,2021-11-12 08:20:00,0.0,104.0,104.0,1,WEARABLE
1636673100000,1636674000000,9,2021-11-12 08:25:00,2021-11-12 08:40:00,1384.0,1370.5,1377.25,15,BOTH
1636674060000,1636674180000,9,2021-11-12 08:41:00,2021-11-12 08:43:00,0.0,26.0,26.0,2,WEARABLE
1636674780000,1636674900000,9,2021-11-12 08:53:00,2021-11-12 08:55:00,0.0,20.0,20.0,2,WEARABLE
1636674960000,1636675080000,9,2021-11-12 08:56:00,2021-11-12 08:58:00,70.0,78.0,74.0,2,BOTH
1636675200000,1636675320000,9,2021-11-12 09:00:00,2021-11-12 09:02:00,26.0,37.0,31.5,2,BOTH
1636675380000,1636675440000,9,2021-11-12 09:03:00,2021-11-12 09:04:00,42.0,17.0,29.5,1,BOTH
1636677660000,1636677720000,9,2021-11-12 09:41:00,2021-11-12 09:42:00,0.0,13.0,13.0,1,WEARABLE
1636677960000,1636678020000,9,2021-11-12 09:46:00,2021-11-12 09:47:00,0.0,11.0,11.0,1,WEARABLE
1636678080000,1636678140000,9,2021-11-12 09:48:00,2021-11-12 09:49:00,0.0,16.0,16.0,1,WEARABLE
1636678260000,1636678320000,9,2021-11-12 09:51:00,2021-11-12 09:52:00,0.0,6.0,6.0,1,WEARABLE
1636680120000,1636680300000,9,2021-11-12 10:22:00,2021-11-12 10:25:00,121.0,141.0,131.0,3,BOTH
1636683480000,1636683540000,9,2021-11-12 11:18:00,2021-11-12 11:19:00,0.0,15.0,15.0,1,WEARABLE
1636685160000,1636685400000,9,2021-11-12 11:46:00,2021-11-12 11:50:00,324.0,316.0,320.0,4,BOTH
1636686480000,1636686540000,9,2021-11-12 12:08:00,2021-11-12 12:09:00,7.0,0.0,7.0,1,PHONE
1636686540000,1636686840000,9,2021-11-12 12:09:00,2021-11-12 12:14:00,352.0,337.0,344.5,5,BOTH
1636687260000,1636687320000,9,2021-11-12 12:21:00,2021-11-12 12:22:00,0.0,12.0,12.0,1,WEARABLE
1636689780000,1636689900000,9,2021-11-12 13:03:00,2021-11-12 13:05:00,0.0,21.0,21.0,2,WEARABLE
1636690560000,1636690680000,9,2021-11-12 13:16:00,2021-11-12 13:18:00,66.0,68.0,67.0,2,BOTH
1636690800000,1636690980000,9,2021-11-12 13:20:00,2021-11-12 13:23:00,70.0,74.0,72.0,3,BOTH
1636694160000,1636694220000,9,2021-11-12 14:16:00,2021-11-12 14:17:00,0.0,13.0,13.0,1,WEARABLE
1636701060000,1636701120000,9,2021-11-12 16:11:00,2021-11-12 16:12:00,0.0,27.0,27.0,1,WEARABLE
1636703880000,1636703940000,9,2021-11-12 16:58:00,2021-11-12 16:59:00,6.0,0.0,6.0,1,PHONE
1636704000000,1636704060000,9,2021-11-12 17:00:00,2021-11-12 17:01:00,6.0,0.0,6.0,1,PHONE
1636706340000,1636706400000,9,2021-11-12 17:39:00,2021-11-12 17:40:00,18.0,0.0,18.0,1,PHONE
1636706400000,1636706580000,9,2021-11-12 17:40:00,2021-11-12 17:43:00,139.0,102.0,120.5,3,BOTH
1636706580000,1636706640000,9,2021-11-12 17:43:00,2021-11-12 17:44:00,8.0,0.0,8.0,1,PHONE
1636707840000,1636708620000,9,2021-11-12 18:04:00,2021-11-12 18:17:00,1207.0,1166.0,1186.5,13,BOTH
1636708680000,1636708740000,9,2021-11-12 18:18:00,2021-11-12 18:19:00,7.0,0.0,7.0,1,PHONE
1636708800000,1636708860000,9,2021-11-12 18:20:00,2021-11-12 18:21:00,0.0,87.0,87.0,1,WEARABLE
1636709100000,1636710720000,9,2021-11-12 18:25:00,2021-11-12 18:52:00,2372.0,2346.5,2359.25,27,BOTH
1636710720000,1636710780000,9,2021-11-12 18:52:00,2021-11-12 18:53:00,0.0,23.0,23.0,1,WEARABLE
1636711320000,1636711380000,9,2021-11-12 19:02:00,2021-11-12 19:03:00,10.0,0.0,10.0,1,PHONE
1636711440000,1636711500000,9,2021-11-12 19:04:00,2021-11-12 19:05:00,11.0,0.0,11.0,1,PHONE
