START,END,UTC,READABLE_START,READABLE_END,PHONE_STEP,WEARABLE_STEP,AVERAGE_STEP,DURATION,TYPE
1634569320000,1634569380000,9,2021-10-19 00:02:00,2021-10-19 00:03:00,0.0,21.0,21.0,1,WEARABLE
1634596980000,1634597100000,9,2021-10-19 07:43:00,2021-10-19 07:45:00,66.0,0.0,66.0,2,PHONE
1634598120000,1634598180000,9,2021-10-19 08:02:00,2021-10-19 08:03:00,16.0,0.0,16.0,1,PHONE
1634598360000,1634598420000,9,2021-10-19 08:06:00,2021-10-19 08:07:00,38.0,0.0,38.0,1,PHONE
1634604060000,1634604240000,9,2021-10-19 09:41:00,2021-10-19 09:44:00,67.0,0.0,67.0,3,PHONE
1634605020000,1634605140000,9,2021-10-19 09:57:00,2021-10-19 09:59:00,62.0,0.0,62.0,2,PHONE
1634606340000,1634606460000,9,2021-10-19 10:19:00,2021-10-19 10:21:00,0.0,26.0,26.0,2,WEARABLE
1634608920000,1634608980000,9,2021-10-19 11:02:00,2021-10-19 11:03:00,0.0,11.0,11.0,1,WEARABLE
1634609280000,1634609400000,9,2021-10-19 11:08:00,2021-10-19 11:10:00,89.0,46.0,67.5,2,BOTH
1634609400000,1634609460000,9,2021-10-19 11:10:00,2021-10-19 11:11:00,7.0,0.0,7.0,1,PHONE
1634609460000,1634609880000,9,2021-10-19 11:11:00,2021-10-19 11:18:00,674.0,658.0,666.0,7,BOTH
1634610000000,1634610060000,9,2021-10-19 11:20:00,2021-10-19 11:21:00,7.0,0.0,7.0,1,PHONE
1634610060000,1634610120000,9,2021-10-19 11:21:00,2021-10-19 11:22:00,0.0,12.0,12.0,1,WEARABLE
1634612460000,1634612520000,9,2021-10-19 12:01:00,2021-10-19 12:02:00,37.0,0.0,37.0,1,PHONE
1634612520000,1634612640000,9,2021-10-19 12:02:00,2021-10-19 12:04:00,22.0,22.0,22.0,2,BOTH
1634618460000,1634618520000,9,2021-10-19 13:41:00,2021-10-19 13:42:00,40.0,10.0,25.0,1,BOTH
